Región,Comuna,Tipo Remoción en masa,Factor desencadenante,Fecha Evento,Longitud,Latitud,Sistema Georeferencia,Cota (m.s.n.m),slope,PP,valor_humedad_suelo1,valor_humedad_suelo2,valor_humedad_suelo3,valor_humedad_suelo4
Los Lagos,San Juan de la Costa,Deslizamiento,Precipitaciones,01/06/2014,-73.7447,-40.6048,WGS 84- UTM 18 S,18,46.66457958672176,202.30754412710667,0.5200042724609375,0.5196685791015625,0.5197906494140625,0.50982666015625
Los Lagos,San Juan de la Costa,Deslizamiento,Precipitaciones,02/06/2014,-73.7447,-40.6048,WGS 84- UTM 18 S,18,46.66457958672176,196.09642637521029,0.519012451171875,0.5192718505859375,0.5197906494140625,0.51873779296875
Los Lagos,Ancud,Deslizamiento,Precipitaciones,04/05/2002,-73.9255,-42.0363,WGS 84- UTM 18 S,68,22.289967924290142,3.1939526152564213,0.51910400390625,0.5140228271484375,0.5152740478515625,0.449859619140625
Los Lagos,Puerto Varas,Deslizamiento,Precipitaciones,08/05/2013,-72.9766,-41.3213,WGS 84- UTM 18 S,64,37.33440579816195,66.6248688538908,0.4372711181640625,0.437042236328125,0.4252166748046875,0.4007568359375
Los Lagos,Puerto Varas,Flujo,Precipitaciones,02/07/2013,-72.4016,-41.1432,WGS 84- UTM 18 S,264,65.27343243094332,205.77810520026833,0.438995361328125,0.4389190673828125,0.4385528564453125,0.438446044921875
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/07/2013,-72.9522,-41.4692,WGS 84- UTM 18 S,59,31.4251917445378,230.37727984646335,,,,
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,04/06/2014,-72.8129,-41.4923,WGS 84- UTM 18 S,29,37.968955273819084,3.786249006167054,0.437652587890625,0.4330902099609375,0.41851806640625,0.437408447265625
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,04/06/2014,-72.9988,-41.5076,WGS 84- UTM 18 S,22,44.83777521181297,0.5082672527059913,,,,
Los Lagos,Puerto Montt,Flujo,Precipitaciones,04/06/2014,-72.9988,-41.5076,WGS 84- UTM 18 S,22,44.83777521181297,0.5082672527059913,,,,
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,04/06/2014,-73.0444,-41.5226,WGS 84- UTM 18 S,-,32.12543388446032,0.25965089723467827,0.4342498779296875,0.4118194580078125,0.4310302734375,0.4271087646484375
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-72.963,-41.4811,WGS 84- UTM 18 S,83,61.15031055454968,97.61860844492912,,,,
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-72.963,-41.4811,WGS 84- UTM 18 S,83,61.15031055454968,97.61860844492912,,,,
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-72.9521,-41.4678,WGS 84- UTM 18 S,69,31.4251917445378,97.61860844492912,,,,
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-72.9521,-41.4678,WGS 84- UTM 18 S,69,31.4251917445378,97.61860844492912,,,,
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-73.14,-41.753,WGS 84- UTM 18 S,67,37.54307719513068,190.0925843254663,0.438629150390625,0.438629150390625,0.4384307861328125,0.4183349609375
Los Lagos,Calbuco,Flujo,Precipitaciones,02/06/2014,-73.1294,-41.7633,WGS 84- UTM 18 S,28,35.57377431858408,190.0925843254663,0.438629150390625,0.438629150390625,0.4384307861328125,0.4183349609375
Los Lagos,Calbuco,Deslizamiento,Precipitaciones,02/06/2014,-73.1359,-41.7655,WGS 84- UTM 18 S,16,35.57377431858408,190.0925843254663,0.438629150390625,0.438629150390625,0.4384307861328125,0.4183349609375
Los Lagos,Calbuco,Deslizamiento,Precipitaciones,02/06/2014,-73.1361,-41.7658,WGS 84- UTM 18 S,15,35.57377431858408,190.0925843254663,0.438629150390625,0.438629150390625,0.4384307861328125,0.4183349609375
Los Lagos,Calbuco,Deslizamiento,Precipitaciones,02/06/2014,-73.133,-41.7677,WGS 84- UTM 18 S,20,35.57377431858408,190.0925843254663,0.438629150390625,0.438629150390625,0.4384307861328125,0.4183349609375
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-73.0475,-41.527,WGS 84- UTM 18 S,16,36.069684701211905,101.69418731331825,0.438995361328125,0.438995361328125,0.438995361328125,0.4212646484375
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-73.0475,-41.527,WGS 84- UTM 18 S,16,36.069684701211905,101.69418731331825,0.438995361328125,0.438995361328125,0.438995361328125,0.4212646484375
Los Lagos,Quemchi,Deslizamiento,Precipitaciones,25/07/2015,-73.5039,-42.1428,WGS 84- UTM 18 S,112,34.629908515153474,147.04352667927742,0.4250335693359375,0.4211883544921875,0.4099273681640625,0.3997344970703125
Los Lagos,San Juan de la Costa,Deslizamiento,Precipitaciones,19/07/2015,-73.7358,-40.592,WGS 84- UTM 18 S,43,42.53939555180552,18.063203187659383,0.5066986083984375,0.4658203125,0.498870849609375,0.5164642333984375
Los Lagos,Los Muermos,Deslizamiento,Precipitaciones,29/08/2015,-73.8351,-41.395,WGS 84- UTM 18 S,,59.67208453761431,5.833415973931551,0.4081878662109375,0.3967437744140625,0.4169921875,0.414031982421875
Los Lagos,Los Muermos,Deslizamiento,Precipitaciones,31/08/2015,-73.8351,-41.395,WGS 84- UTM 18 S,,59.67208453761431,0.7671617418527603,0.399383544921875,0.3969268798828125,0.4029998779296875,0.4139862060546875
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,17/01/2014,-72.8994,-41.484,WGS 84- UTM 18 S,35,31.752778001902858,0.0,,,,
Los Lagos,Localidad de Guapi-Quilan,Deslizamiento,Precipitaciones,25/12/2016,-74.2937289,-43.3225986,WGS 84- UTM 18 S,-,53.43708668788083,0.0796392560005188,0.41802978515625,0.3929901123046875,0.32989501953125,0.3828887939453125
Los Lagos,Localidad Inio,Deslizamiento,Precipitaciones,25/12/2016,-74.1314642,-43.35946243,WGS 84- UTM 18 S,-,37.62422102673813,0.0,,,,
Los Lagos,sector Rahue La Montaña,Deslizamiento,Precipitaciones,23/08/2017,-74.1280648,-42.70960244,WGS 84- UTM 18 S,-,47.32935731230141,40.78332571871579,,,,
Los Lagos,ruta Chanquin a Huentemó,Deslizamiento,Precipitaciones,28/07/2017,-74.1221986,-42.59022502,WGS 84- UTM 18 S,-,31.54949652250006,5.215159949380904,,,,
Los Lagos,ruta Huillinco-Cucao,Deslizamiento,Precipitaciones,25/12/2016,-74.1168933,-42.65260205,WGS 84- UTM 18 S,-,43.36508775797703,2.495711386203766,,,,
Los Lagos,ruta Huillinco-Cucao,Deslizamiento,Precipitaciones,25/12/2016,-74.078693,-42.64363784,WGS 84- UTM 18 S,-,36.864797233010734,3.4950672378763556,0.517822265625,0.5059051513671875,0.4281463623046875,0.4763336181640625
Los Lagos,ruta Huillinco-Cucao,Deslizamiento,Precipitaciones,25/12/2016,-74.0363473,-42.66138156,WGS 84- UTM 18 S,-,43.734203795637164,3.4950672378763556,0.517822265625,0.5059051513671875,0.4281463623046875,0.4763336181640625
Los Lagos,ruta Huillinco-Cucao,Deslizamiento,Precipitaciones,25/12/2016,-74.0129503,-42.66485658,WGS 84- UTM 18 S,-,40.965300928690844,2.7046382799744606,0.504974365234375,0.480682373046875,0.40179443359375,0.463958740234375
Los Lagos,sector Puente Caldera,Deslizamiento,Precipitaciones,07/06/2017,-74.0122174,-42.6649043,WGS 84- UTM 18 S,-,40.965300928690844,9.388854816090316,0.48480224609375,0.4859466552734375,0.4838409423828125,0.49383544921875
Los Lagos,camino a Cucao,Deslizamiento,Precipitaciones,08/05/2017,-74.0037725,-42.66572271,WGS 84- UTM 18 S,-,40.685696946152916,0.15330830216407776,0.4736785888671875,0.4776611328125,0.50177001953125,0.4852142333984375
Los Lagos,ruta Huillinco-Cucao,Deslizamiento,Precipitaciones,25/12/2016,-73.9971545,-42.66825854,WGS 84- UTM 18 S,-,40.685696946152916,2.7046382799744606,0.504974365234375,0.480682373046875,0.40179443359375,0.463958740234375
Los Lagos,Ancud,Deslizamiento,Precipitaciones,04/05/2002,-73.9255,-42.0363,WGS 84- UTM 18 S,,22.289967924290142,3.1939526152564213,0.51910400390625,0.5140228271484375,0.5152740478515625,0.449859619140625
Los Lagos,camino Notuco-Huillinco,Deslizamiento,Precipitaciones,22/06/2012,-73.8812419,-42.66597831,WGS 84- UTM 18 S,-,36.01100897582759,4.716361562721431,0.425262451171875,0.43609619140625,0.429718017578125,0.426025390625
Los Lagos,Los Muermos,Deslizamiento,Precipitaciones,29/08/2015,-73.8351,-41.395,WGS 84- UTM 18 S,,59.67208453761431,5.833415973931551,0.4081878662109375,0.3967437744140625,0.4169921875,0.414031982421875
Los Lagos,Los Muermos,Deslizamiento,Precipitaciones,31/08/2015,-73.8351,-41.395,WGS 84- UTM 18 S,,59.67208453761431,0.7671617418527603,0.399383544921875,0.3969268798828125,0.4029998779296875,0.4139862060546875
Los Lagos,Caleta Estaquilla,Deslizamiento,Precipitaciones,29/08/2015,-73.8350706,-41.39498188,WGS 84- UTM 18 S,-,59.67208453761431,5.833415973931551,0.4081878662109375,0.3967437744140625,0.4169921875,0.414031982421875
Los Lagos,Caleta Estaquilla,Deslizamiento,Precipitaciones,03/07/2004,-73.8350488,-41.39352246,WGS 84- UTM 18 S,-,59.67208453761431,1.536918722849805,0.416168212890625,0.409912109375,0.403900146484375,0.418975830078125
Los Lagos,Caleta Estaquilla,Deslizamiento,Precipitaciones,15/06/2015,-73.8350488,-41.39352246,WGS 84- UTM 18 S,-,59.67208453761431,9.101685102563351,0.3870086669921875,0.383209228515625,0.4028778076171875,0.3785247802734375
Los Lagos,sector Mechaico,Deslizamiento,Precipitaciones,06/06/2014,-73.8309446,-41.93736687,WGS 84- UTM 18 S,-,31.399149517591457,25.187936280854046,,,,
Los Lagos,sector Mechaico,Deslizamiento,Precipitaciones,20/05/2015,-73.8309336,-41.93731272,WGS 84- UTM 18 S,-,31.399149517591457,97.68239594064653,,,,
Los Lagos,sector Mechaico,Deslizamiento,Precipitaciones,02/07/2013,-73.8309209,-41.93734862,WGS 84- UTM 18 S,-,31.399149517591457,156.16240905039012,,,,
Los Lagos,sector Mechaico,Deslizamiento,Precipitaciones,02/06/2014,-73.8308852,-41.93732124,WGS 84- UTM 18 S,-,31.399149517591457,99.17735263705254,,,,
Los Lagos,ruta 5 sector cuesta Mechaico,Deslizamiento,Precipitaciones,10/09/2017,-73.8286498,-41.93291225,WGS 84- UTM 18 S,-,31.399149517591457,8.892804109491408,,,,
Los Lagos,ruta 5 sector cuesta Mechaico,Deslizamiento,Precipitaciones,06/05/2014,-73.827809,-41.93272354,WGS 84- UTM 18 S,-,31.399149517591457,360.6255385475233,,,,
Los Lagos,sector San Antonio,Deslizamiento,Precipitaciones,30/05/2013,-73.8262673,-41.86348291,WGS 84- UTM 18 S,-,38.902626091829006,54.243290088139474,,,,
Los Lagos,Yerbaloza,Deslizamiento,Precipitaciones,09/05/2013,-73.8253489,-42.86547171,WGS 84- UTM 18 S,-,25.7843523184626,27.776871105656028,0.4382781982421875,0.4356231689453125,0.4229278564453125,0.3701934814453125
Los Lagos,ruta 5 sector puente San Antonio,Deslizamiento,Precipitaciones,02/06/2014,-73.8211992,-41.95890995,WGS 84- UTM 18 S,-,23.875813033454794,99.17735263705254,0.46771240234375,0.4668731689453125,0.468841552734375,0.4149017333984375
Los Lagos,ruta 5,Deslizamiento,Precipitaciones,25/12/2016,-73.8097417,-42.57664326,WGS 84- UTM 18 S,-,31.278350042460325,6.795546279288828,0.480499267578125,0.4308929443359375,0.348236083984375,0.42840576171875
Los Lagos,ruta 5 sector Coihuin,Deslizamiento,Precipitaciones,18/04/2015,-73.7889271,-42.74021647,WGS 84- UTM 18 S,-,21.721670673985983,165.00432121474296,0.438995361328125,0.438995361328125,0.3185577392578125,0.347991943359375
Los Lagos,Caleta Hueyelhue,Deslizamiento,Precipitaciones,09/08/2002,-73.7888791,-40.7083028,WGS 84- UTM 18 S,-,40.09854835746149,101.3668923676014,0.515045166015625,0.5137176513671875,0.5192108154296875,0.517425537109375
Los Lagos,Río Negro,Deslizamiento,Precipitaciones,09/08/2002,-73.7888,-40.7086,WGS 84- UTM 18 S,,40.09854835746149,101.3668923676014,0.515045166015625,0.5137176513671875,0.5192108154296875,0.517425537109375
Los Lagos,ruta 5,Deslizamiento,Precipitaciones,25/12/2016,-73.7876817,-42.7138356,WGS 84- UTM 18 S,-,22.776657194144526,3.939221978187561,0.4228668212890625,0.3584747314453125,0.290130615234375,0.378143310546875
Los Lagos,W-853,Deslizamiento,Precipitaciones,25/12/2016,-73.7874322,-42.76363249,WGS 84- UTM 18 S,-,17.13061195721657,2.636770009994507,0.42010498046875,0.3631439208984375,0.298370361328125,0.3797760009765625
Los Lagos,sector Pulpito,Deslizamiento,Precipitaciones,03/05/2013,-73.7873652,-42.76894491,WGS 84- UTM 18 S,-,17.13061195721657,18.89110644394532,0.4378814697265625,0.4366912841796875,0.3821868896484375,0.3603973388671875
Los Lagos,Población Cardenal Silva Henríquez,Flujo,Precipitaciones,07/03/2001,-73.7855165,-42.46860021,WGS 84- UTM 18 S,-,37.616884807022636,11.358299430459738,0.460906982421875,0.4170989990234375,0.387939453125,0.4109344482421875
Los Lagos,Castro,Deslizamiento,Precipitaciones,14/06/2017,-73.782025,-42.472994,WGS 84- UTM 18 S,,32.1727972143002,102.0134571841918,0.4677581787109375,0.4677581787109375,0.450775146484375,0.4387359619140625
Los Lagos,calle Hullinco. polación Prat 1,Deslizamiento,Precipitaciones,15/06/2017,-73.7819256,-42.47311901,WGS 84- UTM 18 S,-,32.1727972143002,191.4333171020262,0.4677581787109375,0.4677581787109375,0.4671173095703125,0.4468536376953125
Los Lagos,Castro,Deslizamiento,Precipitaciones,14/06/2017,-73.779232,-42.46648,WGS 84- UTM 18 S,,37.616884807022636,102.0134571841918,0.4677581787109375,0.4677581787109375,0.450775146484375,0.4387359619140625
Los Lagos,calle Caguach,Deslizamiento,Precipitaciones,15/06/2017,-73.7791081,-42.4666139,WGS 84- UTM 18 S,-,37.616884807022636,191.4333171020262,0.4677581787109375,0.4677581787109375,0.4671173095703125,0.4468536376953125
Los Lagos,Castro,Deslizamiento. Flujo,Precipitaciones,15/06/2017,-73.77599,-42.465358,WGS 84- UTM 18 S,,37.616884807022636,191.4333171020262,0.4677581787109375,0.4677581787109375,0.4671173095703125,0.4468536376953125
Los Lagos,Lomas de Castro - Calle Galvarino Riveros Norte,Deslizamiento,Precipitaciones,15/06/2017,-73.7759169,-42.46558922,WGS 84- UTM 18 S,-,37.616884807022636,191.4333171020262,0.4677581787109375,0.4677581787109375,0.4671173095703125,0.4468536376953125
Los Lagos,Calle Antonio Quintanilla,Deslizamiento,Precipitaciones,15/06/2017,-73.7739153,-42.46967444,WGS 84- UTM 18 S,-,37.616884807022636,191.4333171020262,0.4677581787109375,0.4677581787109375,0.4671173095703125,0.4468536376953125
Los Lagos,Castro,Flujo,Precipitaciones,09/03/2001,-73.773733,-42.468042,WGS 84- UTM 18 S,,37.616884807022636,282.98935897648335,0.4677581787109375,0.4677581787109375,0.466522216796875,0.4252777099609375
Los Lagos,Puente Gamboa - ruta 5,Deslizamiento,Precipitaciones,15/06/2017,-73.7726551,-42.48187273,WGS 84- UTM 18 S,-,31.30931695718759,191.4333171020262,0.4677581787109375,0.4677581787109375,0.4671173095703125,0.4468536376953125
Los Lagos,Castro,Deslizamiento,Precipitaciones,14/06/2017,-73.772576,-42.481575,WGS 84- UTM 18 S,,31.30931695718759,102.0134571841918,0.4677581787109375,0.4677581787109375,0.450775146484375,0.4387359619140625
Los Lagos,calle Pedro Montt,Deslizamiento,Precipitaciones,26/07/2017,-73.7627643,-42.47319292,WGS 84- UTM 18 S,-,31.30931695718759,80.66187501419336,0.4656829833984375,0.463897705078125,0.4453125,0.450439453125
Los Lagos,Huicha,Deslizamiento,Precipitaciones,02/06/2014,-73.7619518,-42.64680315,WGS 84- UTM 18 S,-,33.23748265758498,178.47672676295042,0.4386749267578125,0.4383697509765625,0.4383087158203125,0.38623046875
Los Lagos,Pedro Montt II,Deslizamiento,Precipitaciones,26/07/2017,-73.76104,-42.47673155,WGS 84- UTM 18 S,-,31.30931695718759,80.66187501419336,0.4656829833984375,0.463897705078125,0.4453125,0.450439453125
Los Lagos,Pasaje Luiz Espinoza (Sector Miramar),Deslizamiento,Precipitaciones,15/06/2017,-73.7605093,-42.48081441,WGS 84- UTM 18 S,-,31.30931695718759,191.4333171020262,0.4677581787109375,0.4677581787109375,0.4671173095703125,0.4468536376953125
Los Lagos,Castro,Deslizamiento,Precipitaciones,14/06/2017,-73.760509,-42.480814,WGS 84- UTM 18 S,,31.30931695718759,102.0134571841918,0.4677581787109375,0.4677581787109375,0.450775146484375,0.4387359619140625
Los Lagos,Pasaje Luiz Espinoza (Sector Miramar),Deslizamiento,Precipitaciones,05/11/2012,-73.7603146,-42.4814337,WGS 84- UTM 18 S,-,31.30931695718759,17.237899303261656,0.420166015625,0.406280517578125,0.382232666015625,0.4303131103515625
Los Lagos,Castro,Deslizamiento,Precipitaciones,01/06/2019,-73.760202,-7.080473333,WGS 84- UTM 18 S,,20.008081673366238,0.3311268985271454,0.4851226806640625,0.46368408203125,0.4582977294921875,0.496429443359375
Los Lagos,ruta 5,Deslizamiento,Precipitaciones,25/12/2016,-73.7509073,-42.85086076,WGS 84- UTM 18 S,-,34.0151123618219,2.636770009994507,0.4054412841796875,0.363433837890625,0.2995452880859375,0.3688812255859375
Los Lagos,Maicolpué,Deslizamiento,Precipitaciones,01/06/2014,-73.744713,-40.60475628,WGS 84- UTM 18 S,-,46.66457958672176,202.30754412710667,0.5200042724609375,0.5196685791015625,0.5197906494140625,0.50982666015625
Los Lagos,San Juan de la Costa,Deslizamiento,Precipitaciones,01/06/2014,-73.7447,-40.6048,WGS 84- UTM 18 S,,46.66457958672176,202.30754412710667,0.5200042724609375,0.5196685791015625,0.5197906494140625,0.50982666015625
Los Lagos,San Juan de la Costa,Deslizamiento,Precipitaciones,02/06/2014,-73.7447,-40.6048,WGS 84- UTM 18 S,,46.66457958672176,196.09642637521029,0.519012451171875,0.5192718505859375,0.5197906494140625,0.51873779296875
Los Lagos,Bahia Mansa,Deslizamiento,Precipitaciones,11/06/2020,-73.738506,-40.589171,WGS 84- UTM 18 S,,42.53939555180552,39.30474804295227,0.5196685791015625,0.5196990966796875,0.5196533203125,0.51068115234375
Los Lagos,San Juan de la Costa,Deslizamiento,Precipitaciones,19/07/2015,-73.7358,-40.592,WGS 84- UTM 18 S,,42.53939555180552,18.063203187659383,0.5066986083984375,0.4658203125,0.498870849609375,0.5164642333984375
Los Lagos,Ruta U-410,Deslizamiento,Precipitaciones,19/07/2015,-73.7357922,-40.59204703,WGS 84- UTM 18 S,-,42.53939555180552,18.063203187659383,0.5066986083984375,0.4658203125,0.498870849609375,0.5164642333984375
Los Lagos,Bahia Mansa,Deslizamiento,Precipitaciones,19/07/2015,-73.735792,-40.592047,WGS 84- UTM 18 S,,42.53939555180552,18.063203187659383,0.5066986083984375,0.4658203125,0.498870849609375,0.5164642333984375
Los Lagos,Maicolpué,Flujo,Precipitaciones,06/05/2017,-73.7306714,-40.59537807,WGS 84- UTM 18 S,-,42.53939555180552,125.04076370596886,0.5185394287109375,0.51690673828125,0.517303466796875,0.468841552734375
Los Lagos,Maicolpué,Flujo,Precipitaciones,13/05/2017,-73.7299576,-40.59500088,WGS 84- UTM 18 S,-,41.7425969143178,62.81647140532732,0.519622802734375,0.51739501953125,0.506683349609375,0.478668212890625
Los Lagos,Camino que une Purranque con San Pedro a la altura de Pabilo,Deslizamiento,Precipitaciones,13/08/2006,-73.729266,-40.9584585,WGS 84- UTM 18 S,-,36.91718192623967,62.42936383932829,0.5200042724609375,0.515289306640625,0.4905548095703125,0.5161285400390625
Los Lagos,Pucatrihue,Deslizamiento,Precipitaciones,02/06/2014,-73.717743,-40.545256,WGS 84- UTM 18 S,-,49.70032428319492,152.30329468101263,0.519012451171875,0.5192718505859375,0.5197906494140625,0.51873779296875
Los Lagos,Pucatrihue,Deslizamiento,Precipitaciones,01/06/2014,-73.7177425,-40.54525576,WGS 84- UTM 18 S,-,49.70032428319492,73.4884505867958,0.5200042724609375,0.5196685791015625,0.5197906494140625,0.50982666015625
Los Lagos,Túnel de Pucatrihue,Caída,Precipitaciones,14/07/2012,-73.7167227,-40.55042438,WGS 84- UTM 18 S,-,49.70032428319492,0.0,0.471527099609375,0.4712677001953125,0.43017578125,0.5092010498046875
Los Lagos,Túnel de Pucatrihue,Caída,Precipitaciones,07/07/2017,-73.7167227,-40.55042438,WGS 84- UTM 18 S,-,49.70032428319492,0.23263626173138618,0.4542694091796875,0.475830078125,0.4979248046875,0.5081329345703125
Los Lagos,Pucatrihue,Deslizamiento,Precipitaciones,02/06/2014,-73.715631,-40.54065,WGS 84- UTM 18 S,-,49.70032428319492,152.30329468101263,0.519012451171875,0.5192718505859375,0.5197906494140625,0.51873779296875
Los Lagos,Pucatrihue,Deslizamiento,Precipitaciones,02/06/2014,-73.715186,-40.523949,WGS 84- UTM 18 S,-,57.130406648497896,152.30329468101263,0.519012451171875,0.5192718505859375,0.5197906494140625,0.51873779296875
Los Lagos,Incopulli,Flujo,Precipitaciones,25/12/2016,-73.7136055,-43.08491027,WGS 84- UTM 18 S,-,41.48057634525162,0.6382688134908676,0.3935394287109375,0.3721466064453125,0.30560302734375,0.3622283935546875
Los Lagos,puente Butalcura,Deslizamiento,Precipitaciones,07/05/2017,-73.7086083,-42.27983399,WGS 84- UTM 18 S,-,36.40806362926638,0.06330605875700712,0.4388275146484375,0.4236907958984375,0.424346923828125,0.35272216796875
Los Lagos,Ancud,Deslizamiento,Precipitaciones,08/05/2017,-73.702974,-42.26007423,WGS 84- UTM 18 S,,36.40806362926638,0.0,0.410003662109375,0.4236907958984375,0.4210357666015625,0.355377197265625
Los Lagos,ruta 5,Deslizamiento,Precipitaciones,25/12/2016,-73.7012559,-42.90740063,WGS 84- UTM 18 S,-,38.66235465030123,2.636770009994507,0.4054412841796875,0.363433837890625,0.2995452880859375,0.3688812255859375
Los Lagos,ruta 5 tramo Compu-Quellón,Deslizamiento,Precipitaciones,07/06/2013,-73.697777,-42.88353366,WGS 84- UTM 18 S,-,44.591717146173835,0.09026048891246319,0.406036376953125,0.4215850830078125,0.4205169677734375,0.417938232421875
Los Lagos,ruta 5,Deslizamiento,Precipitaciones,25/12/2016,-73.6644345,-42.97136271,WGS 84- UTM 18 S,-,33.33525806329652,1.376561600714922,0.4157562255859375,0.3866119384765625,0.3205108642578125,0.3842315673828125
Los Lagos,Dalcahue,Deslizamiento,Precipitaciones,06/09/2013,-73.6637344,-42.36763193,WGS 84- UTM 18 S,-,31.269653730784878,25.869723560637794,0.4383087158203125,0.4375,0.433349609375,0.418853759765625
Los Lagos,Dalcahue,Deslizamiento,Precipitaciones,28/09/2011,-73.6583115,-42.37649339,WGS 84- UTM 18 S,-,31.269653730784878,5.4317926071817055,0.4369354248046875,0.422698974609375,0.38189697265625,0.4177703857421875
